"state","year","cigsale","lnincome","beer","age15to24","retprice"
"South Carolina",1970,103.599998474121,NA,NA,0.200308755040169,32.5
"Ohio",1970,121.599998474121,NA,NA,0.173219487071037,36.5999984741211
"Nebraska",1970,108.099998474121,NA,NA,0.173737376928329,33.9000015258789
"Missouri",1970,121.300003051758,NA,NA,0.167592987418175,36
"Alabama",1970,89.8000030517578,NA,NA,0.178861781954765,39.5999984741211
"Wyoming",1970,132.199996948242,NA,NA,0.174698799848557,34.0999984741211
"Illinois",1971,125.599998474121,NA,NA,0.168997600674629,41.4000015258789
"New Hampshire",1971,278,NA,NA,0.172333896160126,34.0999984741211
"South Dakota",1971,96.6999969482422,NA,NA,0.180492430925369,38.5
"Kentucky",1971,163.5,NA,NA,0.182299584150314,30.1000003814697
"Wyoming",1971,131.699996948242,NA,NA,0.177228927612305,34.4000015258789
"Montana",1971,115.599998474121,NA,NA,0.177145898342133,34.7000007629395
"Mississippi",1971,105.400001525879,NA,NA,0.184373050928116,37.5
"Kansas",1971,102.800003051758,NA,NA,0.181550040841103,38.9000015258789
"Delaware",1971,161.100006103516,NA,NA,0.175887212157249,41.2999992370605
"Utah",1971,67.6999969482422,NA,NA,0.202061340212822,36.5999984741211
"Oklahoma",1971,115.400001525879,NA,NA,0.176524817943573,39.7999992370605
"Maine",1971,133.199996948242,NA,NA,0.17033489048481,38.7999992370605
"Georgia",1971,115.699996948242,NA,NA,0.187866255640984,35.7999992370605
"Virginia",1971,128.399993896484,NA,NA,0.189873516559601,30.2000007629395
"Missouri",1971,127.599998474121,NA,NA,0.169259563088417,36.7999992370605
"Alabama",1971,95.4000015258789,NA,NA,0.179927840828896,42.7000007629395
"North Dakota",1971,98.5,NA,NA,0.186386957764626,38.9000015258789
"North Carolina",1971,187.600006103516,NA,NA,0.193676710128784,29.3999996185303
"Idaho",1971,108.5,NA,NA,0.176092445850372,33.5999984741211
"New Mexico",1971,92.5999984741211,NA,NA,0.186095401644707,41.7000007629395
"Pennsylvania",1971,106.300003051758,NA,NA,0.165084585547447,44.7000007629395
"Arkansas",1971,104.099998474121,NA,NA,0.169953852891922,38.7999992370605
"Tennessee",1971,106.300003051758,NA,NA,0.178819268941879,41.5999984741211
"Nebraska",1971,108.599998474121,NA,NA,0.175217136740685,34.7000007629395
"Texas",1971,108.900001525879,NA,NA,0.184308558702469,42
"Ohio",1971,124.599998474121,NA,NA,0.174539878964424,38.0999984741211
"Wisconsin",1971,105.400001525879,NA,NA,0.176344066858292,40.2000007629395
"Iowa",1971,108.400001525879,NA,NA,0.170838996767998,38.5
"West Virginia",1971,111.5,NA,NA,0.173127442598343,41.5999984741211
"California",1971,121,NA,NA,0.179296359419823,39.7000007629395
"Colorado",1971,125.5,NA,NA,0.191647589206696,31.1000003814697
"South Carolina",1971,115,NA,NA,0.200489282608032,34.2999992370605
"Nevada",1971,190.5,NA,NA,0.163773775100708,44
"Indiana",1971,139.300003051758,NA,NA,0.177971750497818,32.2000007629395
"Minnesota",1971,116.400001525879,NA,NA,0.176731586456299,40.0999984741211
"Louisiana",1971,119.800003051758,NA,NA,0.186780780553818,39.2999992370605
"Rhode Island",1971,123.199996948242,NA,NA,0.18384949862957,40.2000007629395
"Vermont",1971,124.400001525879,NA,NA,0.181367218494415,39.5
"Connecticut",1971,117.599998474121,NA,NA,0.164653897285461,45.5
"Georgia",1972,117,9.63889026641846,NA,0.188286989927292,40.9000015258789
"Utah",1972,71.3000030517578,9.60112190246582,NA,0.202045246958733,37.2000007629395
"Kentucky",1972,179.399993896484,9.54748249053955,NA,0.183289036154747,30.6000003814697
"South Dakota",1972,103,9.63084888458252,NA,0.182306185364723,39.0999984741211
"Maine",1972,136.5,9.59714031219482,NA,0.171655714511871,41.5
"Ohio",1972,124.400001525879,9.77957916259766,NA,0.175860270857811,38.4000015258789
"Tennessee",1972,111.5,9.56971645355225,NA,0.179594710469246,41.5999984741211
"Nebraska",1972,104.900001525879,9.74647521972656,NA,0.176696911454201,41.0999984741211
"Rhode Island",1972,134.399993896484,9.7702112197876,NA,0.184541091322899,41.5999984741211
"Texas",1972,108.599998474121,9.67520904541016,NA,0.185475766658783,46.9000015258789
"New Hampshire",1972,296.200012207031,9.73637580871582,NA,0.173936069011688,36.0999984741211
"Oklahoma",1972,121.699996948242,9.62502670288086,NA,0.177590474486351,39.7999992370605
"Pennsylvania",1972,109,9.78427410125732,NA,0.166793167591095,44.7000007629395
"Idaho",1972,126.099998474121,9.65183925628662,NA,0.174064293503761,33.7000007629395
"Iowa",1972,109.400001525879,9.73026466369629,NA,0.172828450798988,41.9000015258789
"Montana",1972,122.199996948242,9.69464111328125,NA,0.178499311208725,40.0999984741211
"Colorado",1972,134.300003051758,9.8055477142334,NA,0.192344963550568,31.2000007629395
"Vermont",1972,138,9.67306900024414,NA,0.182959169149399,40
"California",1972,123.5,9.93081378936768,NA,0.180434390902519,39.9000015258789
"South Carolina",1972,118.699996948242,9.50930881500244,NA,0.200669810175896,34.0999984741211
"Nevada",1972,198.600006103516,9.94423294067383,NA,0.165993347764015,40.5999984741211
"Kansas",1972,111,9.76811790466309,NA,0.182575404644012,38.7999992370605
"Arkansas",1972,103.900001525879,9.46451377868652,NA,0.170900955796242,44.0999984741211
"North Carolina",1972,214.100006103516,9.59085845947266,NA,0.193805038928986,28.7000007629395
"Louisiana",1972,125.300003051758,9.51736450195312,NA,0.188376381993294,40
"Virginia",1972,137,9.73640537261963,NA,0.190325409173965,29.8999996185303
"West Virginia",1972,117.5,9.54298782348633,NA,0.173663139343262,41.2999992370605
"Minnesota",1972,96.8000030517578,9.76518821716309,NA,0.178739055991173,45.2000007629395
"Mississippi",1972,112.099998474121,9.3974494934082,NA,0.185615748167038,37.4000015258789
"Missouri",1972,130,9.73335361480713,NA,0.170926123857498,37.7000007629395
"Wyoming",1972,140,9.76671028137207,NA,0.179759040474892,34.4000015258789
"North Dakota",1972,103.800003051758,9.69723510742188,NA,0.188307881355286,38.9000015258789
"Connecticut",1972,110.800003051758,9.9811372756958,NA,0.166379049420357,51.2999992370605
"Indiana",1972,149.199996948242,9.73187255859375,NA,0.17942763864994,32.5
"Delaware",1972,156.300003051758,9.90993022918701,NA,0.178416773676872,44.7000007629395
"Illinois",1972,126.599998474121,9.90816116333008,NA,0.171028509736061,41.9000015258789
"Alabama",1972,101.099998474121,9.49847602844238,NA,0.180993899703026,42.2999992370605
"New Mexico",1972,99.3000030517578,9.55778980255127,NA,0.18733337521553,41.0999984741211
"Wisconsin",1972,108.800003051758,9.74925899505615,NA,0.178401127457619,40.2999992370605
"Montana",1973,119.900001525879,9.77574253082275,NA,0.179852724075317,40.9000015258789
"Louisiana",1973,126.699996948242,9.56411075592041,NA,0.189971998333931,39.9000015258789
"Kansas",1973,115.199996948242,9.83822917938232,NA,0.183600783348083,39.2999992370605
"Virginia",1973,143.100006103516,9.78152465820312,NA,0.190777286887169,30.1000003814697
"Connecticut",1973,109.300003051758,10.0129890441895,NA,0.168104186654091,50.5999984741211
"North Dakota",1973,108.699996948242,9.98416900634766,NA,0.190228819847107,39.4000015258789
"Mississippi",1973,115,9.45706272125244,NA,0.18685844540596,37.2999992370605
"Wisconsin",1973,109.5,9.79775142669678,NA,0.180458188056946,42.5999984741211
"Missouri",1973,132.100006103516,9.78075218200684,NA,0.17259269952774,37.7000007629395
"Tennessee",1973,109.699996948242,9.63097476959229,NA,0.180370151996613,40.7999992370605
"New Mexico",1973,98.9000015258789,9.59271621704102,NA,0.188571348786354,41.7999992370605
"North Carolina",1973,226.5,9.64499473571777,NA,0.193933367729187,28.8999996185303
"Wyoming",1973,141.199996948242,9.84348487854004,NA,0.182289153337479,34.4000015258789
"Georgia",1973,119.800003051758,9.68486499786377,NA,0.188707739114761,42.4000015258789
"Idaho",1973,121.800003051758,9.72105121612549,NA,0.172036126255989,36.2999992370605
"West Virginia",1973,116.599998474121,9.569655418396,NA,0.174198836088181,39.9000015258789
"Nebraska",1973,106.599998474121,9.83529853820801,NA,0.178176671266556,41.2000007629395
"Texas",1973,110.400001525879,9.72544384002686,NA,0.186642974615097,46.4000015258789
"Pennsylvania",1973,110.699996948242,9.82108783721924,NA,0.168501764535904,44.9000015258789
"Vermont",1973,146.800003051758,9.69915866851807,NA,0.184551119804382,39.7999992370605
"New Hampshire",1973,279,9.77494525909424,NA,0.175538256764412,36.9000015258789
"Illinois",1973,124.400001525879,9.96159648895264,NA,0.173059403896332,41
"South Dakota",1973,103.5,9.80878067016602,NA,0.184119939804077,39.5999984741211
"Iowa",1973,110.599998474121,9.85837173461914,NA,0.174817889928818,41.9000015258789
"Ohio",1973,120.5,9.82663154602051,NA,0.177180662751198,42
"Indiana",1973,156,9.80688285827637,NA,0.180883526802063,32.9000015258789
"Minnesota",1973,106.800003051758,9.86204528808594,NA,0.180746525526047,45.5999984741211
"Utah",1973,72.6999969482422,9.62666702270508,NA,0.202029153704643,36.5
"Oklahoma",1973,124.099998474121,9.68241882324219,NA,0.178656116127968,40.4000015258789
"Rhode Island",1973,142,9.78520393371582,NA,0.185232698917389,40.5999984741211
"Maine",1973,138,9.64728546142578,NA,0.172976523637772,41
"South Carolina",1973,125.5,9.56399345397949,NA,0.200850337743759,33.5
"Delaware",1973,154.699996948242,9.94817733764648,NA,0.180946320295334,44
"California",1973,124.400001525879,9.95509243011475,NA,0.181572407484055,39.9000015258789
"Colorado",1973,137.899993896484,9.84841346740723,NA,0.193042322993279,32.7000007629395
"Arkansas",1973,108,9.55683040618896,NA,0.1718480437994,45.0999984741211
"Nevada",1973,201.5,9.98063182830811,NA,0.168212935328484,40.2999992370605
"Alabama",1973,102.900001525879,9.5501070022583,NA,0.182059943675995,42.0999984741211
"Kentucky",1973,201.899993896484,9.59811496734619,NA,0.18427848815918,30.6000003814697
"Rhode Island",1974,146.100006103516,9.76594543457031,NA,0.185924306511879,41.2999992370605
"Idaho",1974,125.599998474121,9.746262550354,NA,0.170007959008217,38
"Minnesota",1974,110.599998474121,9.82834243774414,NA,0.182753995060921,47
"Kansas",1974,118.599998474121,9.81089687347412,NA,0.184626147150993,40.2000007629395
"Nevada",1974,204.699996948242,9.92862319946289,NA,0.170432507991791,41.9000015258789
"South Dakota",1974,108.400001525879,9.6978235244751,NA,0.185933694243431,40.4000015258789
"Oklahoma",1974,130.5,9.67510318756104,NA,0.179721772670746,41
"Pennsylvania",1974,114.199996948242,9.8142261505127,NA,0.170210346579552,46.5999984741211
"California",1974,126.699996948242,9.94799900054932,NA,0.182710438966751,41.9000015258789
"Tennessee",1974,114.800003051758,9.60949611663818,NA,0.18114560842514,42.5
"Maine",1974,142.100006103516,9.63623428344727,NA,0.174297332763672,41.7999992370605
"Illinois",1974,131.899993896484,9.94631481170654,NA,0.175090312957764,41.9000015258789
"West Virginia",1974,119.900001525879,9.56559562683105,NA,0.174734532833099,42
"Delaware",1974,151.300003051758,9.91825771331787,NA,0.183475881814957,44.2000007629395
"Kentucky",1974,212.399993896484,9.60052490234375,NA,0.185267925262451,31.5
"Indiana",1974,159.600006103516,9.76318454742432,NA,0.182339400053024,34.5
"Texas",1974,114.699996948242,9.72298622131348,NA,0.187810182571411,47.5
"Arkansas",1974,109.699996948242,9.54228591918945,NA,0.172795131802559,45.5
"New Hampshire",1974,269.799987792969,9.74730777740479,NA,0.177140429615974,37.9000015258789
"New Mexico",1974,100.300003051758,9.58476638793945,NA,0.189809322357178,43.7000007629395
"Wyoming",1974,145.800003051758,9.85929012298584,NA,0.184819281101227,35.7999992370605
"Missouri",1974,135.399993896484,9.73901462554932,NA,0.174259275197983,38
"Ohio",1974,122.099998474121,9.81185340881348,NA,0.178501054644585,42.9000015258789
"Nebraska",1974,110.5,9.76638698577881,NA,0.179656445980072,42
"South Carolina",1974,129.699996948242,9.55874633789062,NA,0.201030865311623,35.2000007629395
"Louisiana",1974,129.899993896484,9.57981967926025,NA,0.191567599773407,41.5999984741211
"Georgia",1974,123.699996948242,9.65998077392578,NA,0.18912847340107,42.4000015258789
"North Carolina",1974,227.300003051758,9.6212043762207,NA,0.194061696529388,30.1000003814697
"Mississippi",1974,117.099998474121,9.43639278411865,NA,0.188101142644882,41.4000015258789
"Utah",1974,75.5999984741211,9.61216926574707,NA,0.202013060450554,37.7999992370605
"Virginia",1974,149.600006103516,9.77251720428467,NA,0.191229179501534,31.2999992370605
"North Dakota",1974,110.5,9.86430740356445,NA,0.192149743437767,39.9000015258789
"Connecticut",1974,112.400001525879,9.98853492736816,NA,0.169829323887825,52.5
"Vermont",1974,151.800003051758,9.66179180145264,NA,0.186143055558205,41.2999992370605
"Colorado",1974,132.800003051758,9.84045124053955,NA,0.193739682435989,38.0999984741211
"Iowa",1974,116.099998474121,9.78827667236328,NA,0.176807329058647,43.2000007629395
"Alabama",1974,108.199996948242,9.53716278076172,NA,0.183126002550125,43.0999984741211
"Montana",1974,121.900001525879,9.74003791809082,NA,0.181206122040749,41.7999992370605
"Wisconsin",1974,111.800003051758,9.7823486328125,NA,0.182515248656273,43.9000015258789
"Utah",1975,75.8000030517578,9.60102081298828,NA,0.201996967196465,40.5
"Colorado",1975,131,9.82846069335938,NA,0.194437056779861,41.7000007629395
"Kentucky",1975,223,9.57932376861572,NA,0.186257362365723,33.2999992370605
"Vermont",1975,155.5,9.63712406158447,NA,0.187734991312027,41.7999992370605
"Connecticut",1975,110.199996948242,9.96074867248535,NA,0.17155447602272,54.5
"Alabama",1975,111.699996948242,9.54003143310547,NA,0.184192061424255,46.5999984741211
"South Carolina",1975,130.5,9.52785396575928,NA,0.201211392879486,38.0999984741211
"West Virginia",1975,123.199996948242,9.58530426025391,NA,0.175270229578018,45.2000007629395
"New Hampshire",1975,269.100006103516,9.71885108947754,NA,0.178742617368698,40.7999992370605
"Missouri",1975,135.600006103516,9.73081016540527,NA,0.175925850868225,43.5
"Oklahoma",1975,132.899993896484,9.68261623382568,NA,0.180787429213524,43.5999984741211
"Montana",1975,123.699996948242,9.72464656829834,NA,0.18255952000618,43.7000007629395
"Ohio",1975,122.5,9.78322982788086,NA,0.179821446537971,46
"Maine",1975,140.699996948242,9.60089015960693,NA,0.175618141889572,46.7000007629395
"California",1975,127.099998474121,9.93716716766357,NA,0.183848470449448,45
"Pennsylvania",1975,114.599998474121,9.80451583862305,NA,0.171918943524361,49.7999992370605
"Mississippi",1975,116.800003051758,9.41360282897949,NA,0.189343839883804,43
"Arkansas",1975,114.800003051758,9.51409435272217,NA,0.173742234706879,48.5999984741211
"New Mexico",1975,103.099998474121,9.59688949584961,NA,0.19104728102684,46.2999992370605
"Wyoming",1975,160.699996948242,9.84810447692871,NA,0.187349408864975,38.5999984741211
"Texas",1975,116,9.7346134185791,NA,0.188977390527725,50.5999984741211
"Delaware",1975,147.600006103516,9.88753128051758,NA,0.186005428433418,45.9000015258789
"Tennessee",1975,117.400001525879,9.58454608917236,NA,0.181921064853668,45.2999992370605
"Wisconsin",1975,113.5,9.76618385314941,NA,0.1845723092556,46.5999984741211
"Iowa",1975,120.5,9.80028820037842,NA,0.178796768188477,45.4000015258789
"Illinois",1975,131.800003051758,9.93418979644775,NA,0.177121222019196,45.2000007629395
"Nebraska",1975,114.099998474121,9.79755401611328,NA,0.181136205792427,44.5999984741211
"North Dakota",1975,117.900001525879,9.80670356750488,NA,0.194070681929588,42.5999984741211
"South Dakota",1975,113.5,9.69446182250977,NA,0.187747448682785,42.7999992370605
"Indiana",1975,162.399993896484,9.74366092681885,NA,0.183795273303986,36.7000007629395
"Idaho",1975,123.300003051758,9.69220066070557,NA,0.167979806661606,40.2999992370605
"Rhode Island",1975,154.699996948242,9.75712585449219,NA,0.186615914106369,44.2999992370605
"Nevada",1975,205.199996948242,9.91545867919922,NA,0.172652095556259,44.5
"Kansas",1975,123.400001525879,9.800612449646,NA,0.185651510953903,42.7000007629395
"Georgia",1975,122.900001525879,9.62960910797119,NA,0.189549222588539,44.5
"North Carolina",1975,226,9.59067821502686,NA,0.19419002532959,32.9000015258789
"Virginia",1975,152.699996948242,9.7617769241333,NA,0.191681072115898,33.5999984741211
"Louisiana",1975,133.600006103516,9.58520793914795,NA,0.193163201212883,44.2999992370605
"Minnesota",1975,111.5,9.80163192749023,NA,0.184761464595795,49.4000015258789
"Idaho",1976,125.099998474121,9.73110103607178,NA,0.165951639413834,42.5
"West Virginia",1976,129.699996948242,9.62616443634033,NA,0.175805926322937,48.4000015258789
"Iowa",1976,124.400001525879,9.80333232879639,NA,0.180786222219467,47.7999992370605
"Ohio",1976,124.599998474121,9.83185768127441,NA,0.181141838431358,48.5
"Missouri",1976,139.5,9.76945400238037,NA,0.177592411637306,44.7000007629395
"Wisconsin",1976,115.400001525879,9.80760860443115,NA,0.186629384756088,51.2999992370605
"California",1976,128,9.97685813903809,NA,0.184986501932144,48.2999992370605
"Oklahoma",1976,138.600006103516,9.71226024627686,NA,0.181853085756302,46.4000015258789
"Nevada",1976,201.399993896484,9.95523071289062,NA,0.174871683120728,44.9000015258789
"Texas",1976,121.400001525879,9.78099727630615,NA,0.190144583582878,53.2999992370605
"Georgia",1976,125.900001525879,9.67142963409424,NA,0.189969971776009,47.9000015258789
"Wyoming",1976,161.5,9.87149810791016,NA,0.189879521727562,42.5999984741211
"Delaware",1976,153,9.92068481445312,NA,0.18853497505188,50.0999984741211
"Colorado",1976,134.199996948242,9.85891342163086,NA,0.195134416222572,44.7999992370605
"Nebraska",1976,118.099998474121,9.78797435760498,NA,0.182615965604782,46.7999992370605
"Connecticut",1976,113.400001525879,9.99322700500488,NA,0.173279613256454,57.5999984741211
"Maine",1976,144.899993896484,9.67168712615967,NA,0.176938965916634,49.9000015258789
"South Carolina",1976,136.800003051758,9.57472801208496,NA,0.20139192044735,41
"Minnesota",1976,116.699996948242,9.82493019104004,NA,0.18676894903183,52.0999984741211
"South Dakota",1976,116.699996948242,9.62366771697998,NA,0.189561188220978,45
"Utah",1976,77.9000015258789,9.64515972137451,NA,0.201980873942375,43.4000015258789
"Arkansas",1976,119.099998474121,9.55815315246582,NA,0.174689322710037,50.9000015258789
"North Carolina",1976,230.199996948242,9.63713550567627,NA,0.194318369030952,35.7999992370605
"Alabama",1976,116.199996948242,9.5919075012207,NA,0.185258120298386,50.4000015258789
"New Hampshire",1976,290.5,9.77704334259033,NA,0.180344805121422,43.9000015258789
"Montana",1976,124.900001525879,9.73079872131348,NA,0.183912932872772,45.2999992370605
"Kansas",1976,127.699996948242,9.83062553405762,NA,0.186676874756813,46.5999984741211
"Illinois",1976,134.399993896484,9.96549797058105,NA,0.179152131080627,48.4000015258789
"Kentucky",1976,230.899993896484,9.62485694885254,NA,0.187246814370155,36
"North Dakota",1976,125.400001525879,9.72550964355469,NA,0.19599162042141,45.9000015258789
"Vermont",1976,171.100006103516,9.68071365356445,NA,0.18932694196701,47.0999984741211
"Louisiana",1976,139.600006103516,9.64432907104492,NA,0.194758802652359,48.0999984741211
"Indiana",1976,166.600006103516,9.79875469207764,NA,0.185251161456108,38.7000007629395
"New Mexico",1976,102.400001525879,9.63261795043945,NA,0.192285254597664,49.5
"Rhode Island",1976,150.199996948242,9.79551696777344,NA,0.187307506799698,52.2000007629395
"Tennessee",1976,121.699996948242,9.63202953338623,NA,0.182696506381035,48.2999992370605
"Pennsylvania",1976,118.800003051758,9.84331035614014,NA,0.17362754046917,52.2999992370605
"Virginia",1976,158.100006103516,9.79957294464111,NA,0.192132964730263,37.9000015258789
"Mississippi",1976,120.900001525879,9.47799110412598,NA,0.190586522221565,46.4000015258789
"Arkansas",1977,122.599998474121,9.59092330932617,NA,0.175636410713196,52.5999984741211
"Missouri",1977,140.800003051758,9.8080415725708,NA,0.179258987307549,45.9000015258789
"Oklahoma",1977,140.399993896484,9.74036693572998,NA,0.18291874229908,47.9000015258789
"Colorado",1977,132,9.88844680786133,NA,0.195831775665283,44.7000007629395
"Indiana",1977,173,9.83331489562988,NA,0.186707049608231,40.5999984741211
"Illinois",1977,134,9.99694919586182,NA,0.181183040142059,49.4000015258789
"Vermont",1977,169.399993896484,9.6877613067627,NA,0.190918892621994,47
"West Virginia",1977,133.899993896484,9.65836429595947,NA,0.176341623067856,48.9000015258789
"Alabama",1977,117.099998474121,9.6174955368042,NA,0.186324179172516,50.0999984741211
"Delaware",1977,153.300003051758,9.93377876281738,NA,0.191064536571503,51.7000007629395
"North Carolina",1977,217,9.65697479248047,NA,0.194446697831154,36.5999984741211
"New Mexico",1977,102.400001525879,9.66996765136719,NA,0.193523228168488,51.5999984741211
"Ohio",1977,127.300003051758,9.87240219116211,NA,0.182462230324745,49.7999992370605
"Nebraska",1977,117.699996948242,9.80112648010254,NA,0.184095740318298,48.0999984741211
"Kansas",1977,127.900001525879,9.84807682037354,NA,0.187702238559723,48.0999984741211
"California",1977,126.400001525879,10.0026998519897,NA,0.186124533414841,49
"Montana",1977,127,9.7327766418457,NA,0.185266345739365,47.5999984741211
"Wyoming",1977,160.399993896484,9.92392063140869,NA,0.192409634590149,43.4000015258789
"Mississippi",1977,122.099998474121,9.51637172698975,NA,0.191829219460487,48.7999992370605
"Nevada",1977,190.800003051758,10.0006008148193,NA,0.177091255784035,49.2999992370605
"Connecticut",1977,117.300003051758,10.0280685424805,NA,0.175004750490189,58.4000015258789
"Minnesota",1977,117.199996948242,9.87597846984863,NA,0.188776418566704,53.0999984741211
"Maine",1977,145.600006103516,9.67842102050781,NA,0.178259775042534,50.9000015258789
"Rhode Island",1977,148.800003051758,9.8197078704834,NA,0.187999114394188,52.2999992370605
"South Carolina",1977,137.199996948242,9.58970165252686,NA,0.201572448015213,42.2000007629395
"Texas",1977,124.199996948242,9.8127384185791,NA,0.191311791539192,53.2999992370605
"Virginia",1977,157.699996948242,9.82806301116943,NA,0.192584857344627,38.4000015258789
"Utah",1977,78,9.67347145080566,NA,0.201964780688286,44.7000007629395
"Louisiana",1977,140,9.67907810211182,NA,0.196354404091835,48.9000015258789
"Iowa",1977,125.5,9.83932018280029,NA,0.182775661349297,49.4000015258789
"Tennessee",1977,124.599998474121,9.65599060058594,NA,0.183471947908401,49.5999984741211
"New Hampshire",1977,278.799987792969,9.8067626953125,NA,0.181946977972984,45
"Idaho",1977,125,9.72650718688965,NA,0.163923472166061,45.5999984741211
"Georgia",1977,127.900001525879,9.69333744049072,NA,0.190390706062317,49.5
"Kentucky",1977,229.399993896484,9.6726655960083,NA,0.188236266374588,36.9000015258789
"Pennsylvania",1977,120.099998474121,9.87337017059326,NA,0.175336122512817,53.2999992370605
"South Dakota",1977,115.599998474121,9.6784782409668,NA,0.191374942660332,46.4000015258789
"Wisconsin",1977,117.199996948242,9.85229778289795,NA,0.188686445355415,52.0999984741211
"North Dakota",1977,122.199996948242,9.69321823120117,NA,0.19791254401207,47.4000015258789
"Tennessee",1978,127.300003051758,9.7006721496582,NA,0.184247404336929,54.7999992370605
"Nevada",1978,187,10.0698671340942,NA,0.179310843348503,54.2999992370605
"Arkansas",1978,127.300003051758,9.6572380065918,NA,0.176583498716354,56.5
"California",1978,126.099998474121,10.0455646514893,NA,0.187262549996376,58.7000007629395
"Missouri",1978,141.800003051758,9.84476375579834,NA,0.180925562977791,49.9000015258789
"Nebraska",1978,117.400001525879,9.87945747375488,NA,0.185575500130653,53.5999984741211
"Connecticut",1978,117.5,10.0632028579712,NA,0.176729887723923,61.7000007629395
"New Mexico",1978,103.099998474121,9.7172966003418,NA,0.194761201739311,56
"Ohio",1978,131.300003051758,9.8993501663208,NA,0.183782622218132,53.9000015258789
"Pennsylvania",1978,122.300003051758,9.90281295776367,NA,0.177044719457626,57.4000015258789
"Utah",1978,79.5999984741211,9.70816993713379,NA,0.201948687434196,49.5
"Georgia",1978,130.600006103516,9.73665142059326,NA,0.190811455249786,54.7000007629395
"Alabama",1978,123,9.65407180786133,NA,0.187390223145485,55.0999984741211
"Vermont",1978,162.399993896484,9.74697780609131,NA,0.192510828375816,52.5
"North Carolina",1978,205.5,9.69771003723145,NA,0.194575026631355,41.7999992370605
"New Hampshire",1978,269.600006103516,9.85316848754883,NA,0.183549165725708,49.7000007629395
"Oklahoma",1978,143.600006103516,9.78252601623535,NA,0.183984383940697,53.0999984741211
"Colorado",1978,129.199996948242,9.93375110626221,NA,0.196529135107994,57.4000015258789
"West Virginia",1978,131.600006103516,9.68784618377686,NA,0.176877319812775,53.9000015258789
"Rhode Island",1978,146.800003051758,9.8429708480835,NA,0.188690721988678,56.2999992370605
"Virginia",1978,155.899993896484,9.86816310882568,NA,0.193036735057831,42.7999992370605
"South Carolina",1978,140.399993896484,9.62687492370605,NA,0.201752975583076,49.2000007629395
"Montana",1978,127.199996948242,9.8146505355835,NA,0.186619743704796,51.9000015258789
"North Dakota",1978,121.900001525879,9.85966777801514,NA,0.199833482503891,53.2000007629395
"Maine",1978,143.899993896484,9.69880771636963,NA,0.179580584168434,55
"Kansas",1978,127.099998474121,9.8756046295166,NA,0.188727617263794,52.5999984741211
"Idaho",1978,122.800003051758,9.76893329620361,NA,0.161895304918289,51.5
"Indiana",1978,150.899993896484,9.86523246765137,NA,0.188162922859192,50
"Wisconsin",1978,116.699996948242,9.88982009887695,NA,0.190743505954742,57.0999984741211
"Illinois",1978,136.699996948242,10.0236034393311,NA,0.18321393430233,54.5999984741211
"Mississippi",1978,124.900001525879,9.54033470153809,NA,0.193071916699409,53.5999984741211
